"UserID","Recency","Frequency","Monetary","R_score","F_score","M_score","RFM_score","Segment"
1335097,166,17,105.83,2,2,0,220,"Promising"
1335099,75,25,513.6531,3,2,0,320,"Potential Loyalists"
1335101,233,34,567.24,1,2,0,120,"Need Attention"
1335102,123,13,401.11,2,2,0,220,"Promising"
1335103,1,4,71,4,1,1,411,"Loyalists"
1335106,21,13,176,3,2,0,320,"Potential Loyalists"
1335107,195,44,103.73,2,3,0,230,"Promising"
1335108,12,19,1842.2,4,2,0,420,"Loyalists"
1335112,48,30,985.6,3,2,0,320,"Potential Loyalists"
1335113,220,35,1371.29,1,2,0,120,"Need Attention"
1335121,234,104,3639.86,1,4,3,143,"Promising"
1335122,210,49,809.29,2,3,0,230,"Promising"
1335124,203,14,68.25,2,2,1,221,"Promising"
1335127,236,55,1897.56,1,4,0,140,"Need Attention"
1335132,37,18,113.17,3,2,0,320,"Potential Loyalists"
1335134,0,1,25,4,1,1,411,"Loyalists"
1335135,232,28,824.97,1,2,0,120,"Need Attention"
1335137,14,11,48.25,4,2,1,421,"Loyalists"
1335138,235,63,365.65,1,4,0,140,"Need Attention"
1335140,235,15,448,1,2,0,120,"Need Attention"
1335142,30,5,323.1218,3,1,0,310,"Potential Loyalists"
1335144,237,23,1550.33,1,2,0,120,"Need Attention"
1335145,235,41,401.34,1,3,0,130,"Need Attention"
1335146,196,46,322.21,2,3,0,230,"Promising"
1335147,237,231,7628.1,1,4,3,143,"Promising"
1335148,9,8,31.9,4,2,1,421,"Loyalists"
1335151,4,2,80.6409,4,1,0,410,"Loyalists"
1335153,199,172,2335.92,2,4,0,240,"Promising"
1335157,78,10,881.1585,3,2,0,320,"Potential Loyalists"
1335160,5,8,376.95,4,2,0,420,"Loyalists"
1335162,233,223,1416.09,1,4,0,140,"Need Attention"
1335163,7,7,6896.02,4,1,3,413,"Loyalists"
1335166,237,79,297.57,1,4,0,140,"Need Attention"
1335167,236,108,374.2,1,4,0,140,"Need Attention"
1335168,235,36,1184,1,2,0,120,"Need Attention"
1335176,42,2,10,3,1,1,311,"Potential Loyalists"
1335179,232,66,741.3,1,4,0,140,"Need Attention"
1335183,84,15,354.5,3,2,0,320,"Potential Loyalists"
1335184,232,48,56.5,1,3,1,131,"Need Attention"
1335186,0,4,32,4,1,1,411,"Loyalists"
1335188,55,51,366.4788,3,3,0,330,"Potential Loyalists"
1335192,91,18,102.95,3,2,0,320,"Potential Loyalists"
1335193,232,28,111.37,1,2,0,120,"Need Attention"
1335194,79,7,194.15,3,1,0,310,"Potential Loyalists"
1335195,23,49,4098.4588,3,3,3,333,"Potential Loyalists"
1335196,110,4,28.2683,3,1,1,311,"Potential Loyalists"
1335198,218,83,28805.4098,1,4,3,143,"Promising"
1335199,234,15,522.77,1,2,0,120,"Need Attention"
1335200,13,12,144.62,4,2,0,420,"Loyalists"
1335201,14,6,15,4,1,1,411,"Loyalists"
1335202,2,7,71.77,4,1,1,411,"Loyalists"
1335204,7,5,35,4,1,1,411,"Loyalists"
1335205,31,32,1887.83,3,2,0,320,"Potential Loyalists"
1335206,56,50,588.82,3,3,0,330,"Potential Loyalists"
1335208,234,92,474.5,1,4,0,140,"Need Attention"
1335210,237,242,5262.41,1,4,3,143,"Promising"
1335214,133,25,1024,2,2,0,220,"Promising"
1335217,157,43,829.85,2,3,0,230,"Promising"
1335218,70,39,1602.29,3,2,0,320,"Potential Loyalists"
1335219,187,42,1147.2384,2,3,0,230,"Promising"
1335223,237,108,1552.11,1,4,0,140,"Need Attention"
1335225,119,27,10814.86,2,2,3,223,"Promising"
1335227,202,111,29232.6397,2,4,3,243,"Promising"
1335228,1,2,70,4,1,1,411,"Loyalists"
1335231,194,116,1782.06,2,4,0,240,"Promising"
1335234,73,14,1001.94,3,2,0,320,"Potential Loyalists"
1335236,63,2,80,3,1,0,310,"Potential Loyalists"
1335240,9,9,25.8,4,2,1,421,"Loyalists"
1335242,220,5,1394,1,1,0,110,"Need Attention"
1335246,237,29,321.83,1,2,0,120,"Need Attention"
1335247,NA,NA,NA,0,0,0,0,"Need Attention"
1335249,0,1,28.8684,4,1,1,411,"Loyalists"
1335253,237,92,1434.22,1,4,0,140,"Need Attention"
1335254,217,31,458.18,1,2,0,120,"Need Attention"
1335256,236,59,90.37,1,4,0,140,"Need Attention"
1335258,235,21,729.9,1,2,0,120,"Need Attention"
1335261,221,18,88.7,1,2,0,120,"Need Attention"
1335262,224,53,4764.54,1,4,3,143,"Promising"
1335264,0,1,50,4,1,1,411,"Loyalists"
1335267,86,5,467,3,1,0,310,"Potential Loyalists"
1335272,186,17,112.3943,2,2,0,220,"Promising"
1335273,116,2,10,2,1,1,211,"Promising"
1335274,20,17,70,4,2,1,421,"Loyalists"
1335278,25,18,605.8,3,2,0,320,"Potential Loyalists"
1335280,0,2,125.65,4,1,0,410,"Loyalists"
1335281,218,84,1128.51,1,4,0,140,"Need Attention"
1335282,2,2,30,4,1,1,411,"Loyalists"
1335285,8,3,115,4,1,0,410,"Loyalists"
1335289,63,7,90.3,3,1,0,310,"Potential Loyalists"
1335290,237,115,655.13,1,4,0,140,"Need Attention"
1335291,55,45,366.2981,3,3,0,330,"Potential Loyalists"
1335292,20,10,9.1,4,2,1,421,"Loyalists"
1335294,130,73,2812.2418,2,4,3,243,"Promising"
1335295,123,96,12472.23,2,4,3,243,"Promising"
1335297,186,8,24,2,2,1,221,"Promising"
1335298,235,62,351.23,1,4,0,140,"Need Attention"
1335302,0,1,2,4,1,1,411,"Loyalists"
1335304,1,2,100,4,1,0,410,"Loyalists"
1335305,35,17,345.2936,3,2,0,320,"Potential Loyalists"
1335306,3,3,14.99,4,1,1,411,"Loyalists"
1335308,86,14,107.96,3,2,0,320,"Potential Loyalists"
1335309,15,10,51.2,4,2,1,421,"Loyalists"
1335312,235,49,612.64,1,3,0,130,"Need Attention"
1335314,231,51,202.59,1,3,0,130,"Need Attention"
1335318,234,162,4585.43,1,4,3,143,"Promising"
1335319,220,16,80.56,1,2,0,120,"Need Attention"
1335320,207,8,55,2,2,1,221,"Promising"
1335321,192,204,5776.74,2,4,3,243,"Promising"
1335323,7,2,100,4,1,0,410,"Loyalists"
1335325,18,3,12.0961,4,1,1,411,"Loyalists"
1335326,28,13,296,3,2,0,320,"Potential Loyalists"
1335328,8,6,261.98,4,1,0,410,"Loyalists"
1335329,25,20,668.9,3,2,0,320,"Potential Loyalists"
1335331,235,133,5999.4,1,4,3,143,"Promising"
1335333,11,7,749,4,1,0,410,"Loyalists"
1335334,109,62,305.08,3,4,0,340,"Potential Loyalists"
1335335,197,102,724.5,2,4,0,240,"Promising"
1335336,231,32,168.32,1,2,0,120,"Need Attention"
1335339,137,3,33,2,1,1,211,"Promising"
1335342,21,2,20,3,1,1,311,"Potential Loyalists"
1335345,236,24,106.64,1,2,0,120,"Need Attention"
1335349,182,5,55.99,2,1,1,211,"Promising"
1335350,232,51,703.1659,1,3,0,130,"Need Attention"
1335354,85,11,1570.5,3,2,0,320,"Potential Loyalists"
1335355,15,6,50,4,1,1,411,"Loyalists"
1335358,63,11,169,3,2,0,320,"Potential Loyalists"
1335359,211,18,328,1,2,0,120,"Need Attention"
1335363,235,33,645.405,1,2,0,120,"Need Attention"
1335367,224,106,6051.54,1,4,3,143,"Promising"
1335369,220,32,132.3449,1,2,0,120,"Need Attention"
1335371,1,2,0.1976,4,1,1,411,"Loyalists"
1335374,135,28,182.48,2,2,0,220,"Promising"
1335375,233,79,978.43,1,4,0,140,"Need Attention"
1335376,226,24,196.72,1,2,0,120,"Need Attention"
1335381,0,2,643.5,4,1,0,410,"Loyalists"
1335382,116,17,33.3378,2,2,1,221,"Promising"
1335386,22,26,246.49,3,2,0,320,"Potential Loyalists"
1335387,186,14,527.9,2,2,0,220,"Promising"
1335388,16,9,56.39,4,2,1,421,"Loyalists"
1335389,213,223,6867.41,1,4,3,143,"Promising"
1335394,235,53,363.83,1,4,0,140,"Need Attention"
1335398,26,21,579.8,3,2,0,320,"Potential Loyalists"
1335401,63,22,158.56,3,2,0,320,"Potential Loyalists"
1335402,236,17,870.3446,1,2,0,120,"Need Attention"
1335405,203,88,481.86,2,4,0,240,"Promising"
1335406,6,7,18.44,4,1,1,411,"Loyalists"
1335409,72,27,1405.96,3,2,0,320,"Potential Loyalists"
1335410,0,1,10,4,1,1,411,"Loyalists"
1335411,12,6,600.04,4,1,0,410,"Loyalists"
1335412,231,3,90,1,1,0,110,"Need Attention"
1335413,79,18,82,3,2,0,320,"Potential Loyalists"
1335417,2,8,820.45,4,2,0,420,"Loyalists"
1335418,NA,NA,NA,0,0,0,0,"Need Attention"
1335422,176,23,157.5,2,2,0,220,"Promising"
1335424,1,2,72.6,4,1,1,411,"Loyalists"
1335425,236,198,5272.24,1,4,3,143,"Promising"
1335429,35,18,419,3,2,0,320,"Potential Loyalists"
1335430,228,84,1542.1,1,4,0,140,"Need Attention"
1335433,0,1,10,4,1,1,411,"Loyalists"
1335434,18,22,1994.8492,4,2,0,420,"Loyalists"
1335435,206,32,193.53,2,2,0,220,"Promising"
1335436,118,31,243.86,2,2,0,220,"Promising"
1335438,212,69,263.01,1,4,0,140,"Need Attention"
1335440,1,2,79,4,1,0,410,"Loyalists"
1335441,1,2,45.5,4,1,1,411,"Loyalists"
1335442,NA,NA,NA,0,0,0,0,"Need Attention"
1335453,139,10,82.5,2,2,0,220,"Promising"
1335454,0,1,110,4,1,0,410,"Loyalists"
1335455,66,8,2854.15,3,2,3,323,"Potential Loyalists"
1335456,85,27,355.59,3,2,0,320,"Potential Loyalists"
1335457,116,40,8701,2,3,3,233,"Promising"
1335460,2,4,38.5473,4,1,1,411,"Loyalists"
1335461,26,7,179.2724,3,1,0,310,"Potential Loyalists"
1335464,106,26,182.17,3,2,0,320,"Potential Loyalists"
1335465,134,14,48.35,2,2,1,221,"Promising"
1335467,232,187,455.04,1,4,0,140,"Need Attention"
1335470,108,20,98.09,3,2,0,320,"Potential Loyalists"
1335475,16,16,239.86,4,2,0,420,"Loyalists"
1335476,118,98,803.23,2,4,0,240,"Promising"
1335479,229,136,2400,1,4,0,140,"Need Attention"
1335482,232,58,165.05,1,4,0,140,"Need Attention"
1335483,237,8,367.46,1,2,0,120,"Need Attention"
1335484,152,40,408.13,2,3,0,230,"Promising"
1335487,236,39,2241.86,1,2,0,120,"Need Attention"
1335488,217,11,158.9,1,2,0,120,"Need Attention"
1335491,206,23,45.5,2,2,1,221,"Promising"
1335495,180,58,63227.76,2,4,3,243,"Promising"
1335496,146,49,103.09,2,3,0,230,"Promising"
1335497,90,17,99.4077,3,2,0,320,"Potential Loyalists"
1335498,24,5,1669.5,3,1,0,310,"Potential Loyalists"
1335499,35,11,131.6709,3,2,0,320,"Potential Loyalists"
1335500,236,36,781.19,1,2,0,120,"Need Attention"
1335502,99,53,2150.59,3,4,0,340,"Potential Loyalists"
1335503,19,13,189.5062,4,2,0,420,"Loyalists"
1335504,43,15,45.37,3,2,1,321,"Potential Loyalists"
1335505,180,49,44.6,2,3,1,231,"Promising"
1335506,1,2,934.45,4,1,0,410,"Loyalists"
1335509,0,3,37.1133,4,1,1,411,"Loyalists"
1335510,59,26,1686.64,3,2,0,320,"Potential Loyalists"
1335511,236,50,595.57,1,3,0,130,"Need Attention"
1335512,26,27,218.61,3,2,0,320,"Potential Loyalists"
1335514,49,19,938.6,3,2,0,320,"Potential Loyalists"
1335517,190,31,520.23,2,2,0,220,"Promising"
1335519,75,29,481.87,3,2,0,320,"Potential Loyalists"
1335520,226,46,619.55,1,3,0,130,"Need Attention"
1335521,232,6,134.6998,1,1,0,110,"Need Attention"
1335525,195,72,18817.72,2,4,3,243,"Promising"
1335527,225,10,37,1,2,1,121,"Need Attention"
1335528,130,23,127.06,2,2,0,220,"Promising"
1335529,236,56,204.07,1,4,0,140,"Need Attention"
1335530,232,106,296.58,1,4,0,140,"Need Attention"
1335532,14,16,18214.6452,4,2,3,423,"Loyalists"
1335535,97,41,289.6,3,3,0,330,"Potential Loyalists"
1335539,225,205,929.45,1,4,0,140,"Need Attention"
1335541,56,19,132.59,3,2,0,320,"Potential Loyalists"
1335542,231,66,815.6,1,4,0,140,"Need Attention"
1335543,7,6,35.1653,4,1,1,411,"Loyalists"
1335544,216,10,425.9,1,2,0,120,"Need Attention"
1335545,23,4,50,3,1,1,311,"Potential Loyalists"
1335546,186,21,276,2,2,0,220,"Promising"
1335548,203,12,197.44,2,2,0,220,"Promising"
1335550,231,36,114.41,1,2,0,120,"Need Attention"
1335551,237,136,5368.16,1,4,3,143,"Promising"
1335552,8,5,30.15,4,1,1,411,"Loyalists"
1335553,221,28,2434.13,1,2,0,120,"Need Attention"
1335554,161,140,1736.53,2,4,0,240,"Promising"
1335555,9,3,60,4,1,1,411,"Loyalists"
1335556,35,4,170,3,1,0,310,"Potential Loyalists"
1335559,7,5,159.74,4,1,0,410,"Loyalists"
1335561,217,12,1201.0061,1,2,0,120,"Need Attention"
1335565,234,14,243,1,2,0,120,"Need Attention"
1335567,1,3,49.4265,4,1,1,411,"Loyalists"
1335570,224,43,188.96,1,3,0,130,"Need Attention"
1335572,227,186,4853.71,1,4,3,143,"Promising"
1335575,115,135,331.33,2,4,0,240,"Promising"
1335576,211,23,309,1,2,0,120,"Need Attention"
1335578,80,10,86.56,3,2,0,320,"Potential Loyalists"
1335580,39,16,607.41,3,2,0,320,"Potential Loyalists"
1335581,234,37,71,1,2,1,121,"Need Attention"
1335583,4,3,10,4,1,1,411,"Loyalists"
1335584,63,28,22768.76,3,2,3,323,"Potential Loyalists"
1335587,3,2,1244,4,1,0,410,"Loyalists"
1335588,177,31,330.82,2,2,0,220,"Promising"
1335589,28,15,94.5,3,2,0,320,"Potential Loyalists"
1335590,235,26,100.1,1,2,0,120,"Need Attention"
1335591,182,49,1217.78,2,3,0,230,"Promising"
1335592,77,17,30,3,2,1,321,"Potential Loyalists"
1335593,227,56,5577.018,1,4,3,143,"Promising"
1335594,189,4,70,2,1,1,211,"Promising"
1335596,236,67,2838.07,1,4,3,143,"Promising"
1335598,236,65,996,1,4,0,140,"Need Attention"
1335600,203,138,4273.66,2,4,3,243,"Promising"
1335603,83,27,135.82,3,2,0,320,"Potential Loyalists"
1335604,11,8,7,4,2,1,421,"Loyalists"
1335606,232,124,5819.6,1,4,3,143,"Promising"
1335607,215,95,921.41,1,4,0,140,"Need Attention"
1335609,3,3,30,4,1,1,411,"Loyalists"
1335611,72,8,45,3,2,1,321,"Potential Loyalists"
1335616,77,54,4397.3,3,4,3,343,"Loyalists"
1335617,225,18,115,1,2,0,120,"Need Attention"
1335618,191,52,99.87,2,4,0,240,"Promising"
1335622,167,144,4152.8557,2,4,3,243,"Promising"
1335624,198,99,11010.7071,2,4,3,243,"Promising"
1335626,232,19,187.45,1,2,0,120,"Need Attention"
1335627,198,53,318.98,2,4,0,240,"Promising"
1335629,237,44,2447.3,1,3,0,130,"Need Attention"
1335631,78,52,1619.25,3,4,0,340,"Potential Loyalists"
1335639,231,11,220,1,2,0,120,"Need Attention"
1335642,38,28,159,3,2,0,320,"Potential Loyalists"
1335644,56,6,30,3,1,1,311,"Potential Loyalists"
1335645,1,2,15,4,1,1,411,"Loyalists"
1335648,60,24,6806.24,3,2,3,323,"Potential Loyalists"
1335651,190,36,8266.42,2,2,3,223,"Promising"
1335652,85,8,124.6383,3,2,0,320,"Potential Loyalists"
1335654,233,122,505.19,1,4,0,140,"Need Attention"
1335656,2,3,10,4,1,1,411,"Loyalists"
1335658,236,51,806.79,1,3,0,130,"Need Attention"
1335660,1,2,10,4,1,1,411,"Loyalists"
1335665,237,119,4440.0212,1,4,3,143,"Promising"
1335666,237,27,186.94,1,2,0,120,"Need Attention"
1335668,137,20,12578.4785,2,2,3,223,"Promising"
1335670,232,43,116.7,1,3,0,130,"Need Attention"
1335671,232,49,359.7295,1,3,0,130,"Need Attention"
1335672,227,22,121,1,2,0,120,"Need Attention"
1335676,237,105,1286.77,1,4,0,140,"Need Attention"
1335677,1,2,50,4,1,1,411,"Loyalists"
1335678,1,3,1843.82,4,1,0,410,"Loyalists"
1335682,236,30,930.94,1,2,0,120,"Need Attention"
1335683,236,90,3255.25,1,4,3,143,"Promising"
1335684,209,58,4446.4502,2,4,3,243,"Promising"
1335685,1,3,167.39,4,1,0,410,"Loyalists"
1335687,218,50,358.9,1,3,0,130,"Need Attention"
1335690,237,206,8056.39,1,4,3,143,"Promising"
1335691,NA,NA,NA,0,0,0,0,"Need Attention"
1335692,65,19,86.57,3,2,0,320,"Potential Loyalists"
1335693,31,16,62.84,3,2,1,321,"Potential Loyalists"
1335694,232,27,81.832,1,2,0,120,"Need Attention"
1335695,184,179,12742.8,2,4,3,243,"Promising"
1335697,134,12,97,2,2,0,220,"Promising"
1335698,202,118,13883.01,2,4,3,243,"Promising"
1335700,112,16,790.68,3,2,0,320,"Potential Loyalists"
1335701,NA,NA,NA,0,0,0,0,"Need Attention"
1335702,218,18,130,1,2,0,120,"Need Attention"
1335704,0,1,10,4,1,1,411,"Loyalists"
1335707,218,35,373.1914,1,2,0,120,"Need Attention"
1335708,0,1,196,4,1,0,410,"Loyalists"
1335711,0,1,93.5335,4,1,0,410,"Loyalists"
1335712,231,34,44.25,1,2,1,121,"Need Attention"
1335713,219,90,468.47,1,4,0,140,"Need Attention"
1335714,221,10,36,1,2,1,121,"Need Attention"
1335715,207,47,215.59,2,3,0,230,"Promising"
1335716,41,21,2658.7,3,2,0,320,"Potential Loyalists"
1335718,210,118,267.29,2,4,0,240,"Promising"
1335720,218,11,65.8,1,2,1,121,"Need Attention"
1335721,10,2,154.1584,4,1,0,410,"Loyalists"
1335722,5,6,31.9,4,1,1,411,"Loyalists"
1335724,21,16,15103.75,3,2,3,323,"Potential Loyalists"
1335725,237,285,15675.77,1,4,3,143,"Promising"
1335726,72,11,66.5,3,2,1,321,"Potential Loyalists"
1335727,237,127,1380.73,1,4,0,140,"Need Attention"
1335729,14,13,136.9554,4,2,0,420,"Loyalists"
1335731,93,61,736.3,3,4,0,340,"Potential Loyalists"
1335735,101,26,39013.3,3,2,3,323,"Potential Loyalists"
1335737,204,11,452.45,2,2,0,220,"Promising"
1335739,237,155,53676.91,1,4,3,143,"Promising"
1335741,234,227,1329.0962,1,4,0,140,"Need Attention"
1335742,147,55,472.89,2,4,0,240,"Promising"
1335743,15,24,6815.05,4,2,3,423,"Loyalists"
1335747,13,14,1012.15,4,2,0,420,"Loyalists"
1335748,225,53,836.5738,1,4,0,140,"Need Attention"
1335749,175,67,21932.02,2,4,3,243,"Promising"
1335752,5,5,368.6,4,1,0,410,"Loyalists"
1335753,128,13,550,2,2,0,220,"Promising"
1335755,70,11,40,3,2,1,321,"Potential Loyalists"
1335757,215,34,74.57,1,2,1,121,"Need Attention"
1335760,233,18,123.0923,1,2,0,120,"Need Attention"
1335761,49,11,61.5348,3,2,1,321,"Potential Loyalists"
1335764,92,23,36,3,2,1,321,"Potential Loyalists"
1335765,221,11,455,1,2,0,120,"Need Attention"
1335766,222,42,191.22,1,3,0,130,"Need Attention"
1335767,1,2,10,4,1,1,411,"Loyalists"
1335768,18,23,69.0194,4,2,1,421,"Loyalists"
1335769,230,44,424.99,1,3,0,130,"Need Attention"
1335770,12,15,2463.31,4,2,0,420,"Loyalists"
1335771,214,98,19787.875,1,4,3,143,"Promising"
1335779,1,2,11.9,4,1,1,411,"Loyalists"
1335782,31,27,4217.37,3,2,3,323,"Potential Loyalists"
1335783,217,71,1692.53,1,4,0,140,"Need Attention"
1335786,204,55,203.97,2,4,0,240,"Promising"
1335790,225,52,316.5,1,4,0,140,"Need Attention"
1335793,85,55,9281.4384,3,4,3,343,"Loyalists"
1335794,223,46,678.5,1,3,0,130,"Need Attention"
1335795,200,27,117.81,2,2,0,220,"Promising"
1335796,235,45,680.2,1,3,0,130,"Need Attention"
1335797,136,5,2828.608,2,1,3,213,"Promising"
1335798,228,71,212.65,1,4,0,140,"Need Attention"
1335801,98,11,1040.2,3,2,0,320,"Potential Loyalists"
1335805,0,1,10,4,1,1,411,"Loyalists"
1335807,235,123,2236.61,1,4,0,140,"Need Attention"
1335809,233,246,34304.86,1,4,3,143,"Promising"
1335812,NA,NA,NA,0,0,0,0,"Need Attention"
1335813,72,36,135.25,3,2,0,320,"Potential Loyalists"
1335814,0,1,20,4,1,1,411,"Loyalists"
1335816,105,23,124,3,2,0,320,"Potential Loyalists"
1335817,213,86,1120.74,1,4,0,140,"Need Attention"
1335819,86,50,640.65,3,3,0,330,"Potential Loyalists"
1335823,215,17,894.5,1,2,0,120,"Need Attention"
1335827,96,65,327.84,3,4,0,340,"Potential Loyalists"
1335828,85,74,2035.5892,3,4,0,340,"Potential Loyalists"
1335829,14,21,287,4,2,0,420,"Loyalists"
1335832,112,30,616.41,3,2,0,320,"Potential Loyalists"
1335837,10,10,235.46,4,2,0,420,"Loyalists"
1335838,NA,NA,NA,0,0,0,0,"Need Attention"
1335842,85,8,70,3,2,1,321,"Potential Loyalists"
1335843,60,24,388.28,3,2,0,320,"Potential Loyalists"
1335844,162,68,18659.89,2,4,3,243,"Promising"
1335847,1,9,4582.71,4,2,3,423,"Loyalists"
1335849,54,33,83.1216,3,2,0,320,"Potential Loyalists"
1335851,106,25,3442.86,3,2,3,323,"Potential Loyalists"
1335852,221,57,630.21,1,4,0,140,"Need Attention"
1335853,15,9,76.5,4,2,1,421,"Loyalists"
1335855,131,158,40891.0387,2,4,3,243,"Promising"
1335858,230,147,1974.9374,1,4,0,140,"Need Attention"
1335859,149,55,4916.22,2,4,3,243,"Promising"
1335860,37,2,38.5683,3,1,1,311,"Potential Loyalists"
1335861,119,7,225.2541,2,1,0,210,"Promising"
1335863,231,10,54,1,2,1,121,"Need Attention"
1335865,230,15,33.07,1,2,1,121,"Need Attention"
1335866,12,9,174.5,4,2,0,420,"Loyalists"
1335869,235,84,2964.9545,1,4,3,143,"Promising"
1335872,197,64,18081.7503,2,4,3,243,"Promising"
1335874,232,61,716.67,1,4,0,140,"Need Attention"
1335875,24,27,329.92,3,2,0,320,"Potential Loyalists"
1335877,232,60,69.6,1,4,1,141,"Need Attention"
1335882,56,31,36.9916,3,2,1,321,"Potential Loyalists"
1335884,225,38,210.51,1,2,0,120,"Need Attention"
1335885,2,9,3892.5,4,2,3,423,"Loyalists"
1335886,212,38,155.81,1,2,0,120,"Need Attention"
1335887,0,2,183.5,4,1,0,410,"Loyalists"
1335892,4,5,58.88,4,1,1,411,"Loyalists"
1335895,10,10,226.9272,4,2,0,420,"Loyalists"
1335896,3,3,464.65,4,1,0,410,"Loyalists"
1335898,234,70,437.66,1,4,0,140,"Need Attention"
1335901,222,87,286.2598,1,4,0,140,"Need Attention"
1335903,228,94,3064.22,1,4,3,143,"Promising"
1335904,228,18,27.42,1,2,1,121,"Need Attention"
1335910,21,19,186.3686,3,2,0,320,"Potential Loyalists"
1335913,225,16,18,1,2,1,121,"Need Attention"
1335915,218,18,779,1,2,0,120,"Need Attention"
1335921,47,28,159.9,3,2,0,320,"Potential Loyalists"
1335925,193,9,13,2,2,1,221,"Promising"
1335927,229,53,123.5,1,4,0,140,"Need Attention"
1335928,75,100,512.92,3,4,0,340,"Potential Loyalists"
1335929,230,56,316.6511,1,4,0,140,"Need Attention"
1335931,231,132,374.35,1,4,0,140,"Need Attention"
1335933,52,48,291.63,3,3,0,330,"Potential Loyalists"
1335936,145,72,3205.9127,2,4,3,243,"Promising"
1335938,226,101,304.17,1,4,0,140,"Need Attention"
1335941,32,39,219.2086,3,2,0,320,"Potential Loyalists"
1335943,8,6,166.7,4,1,0,410,"Loyalists"
1335945,5,8,70.7156,4,2,1,421,"Loyalists"
1335949,21,11,88.73,3,2,0,320,"Potential Loyalists"
1335951,182,22,108.9,2,2,0,220,"Promising"
1335952,6,8,416.15,4,2,0,420,"Loyalists"
1335953,224,85,1148.87,1,4,0,140,"Need Attention"
1335954,95,10,7.2348,3,2,1,321,"Potential Loyalists"
1335955,237,75,1266.307,1,4,0,140,"Need Attention"
1335956,12,26,445.17,4,2,0,420,"Loyalists"
1335963,139,56,1939.59,2,4,0,240,"Promising"
1335966,219,57,782.14,1,4,0,140,"Need Attention"
1335969,21,4,30,3,1,1,311,"Potential Loyalists"
1335974,15,21,1133.7889,4,2,0,420,"Loyalists"
1335975,64,37,476.45,3,2,0,320,"Potential Loyalists"
1335977,235,70,104.5,1,4,0,140,"Need Attention"
1335978,3,4,324.5,4,1,0,410,"Loyalists"
1335979,150,38,1232.1456,2,2,0,220,"Promising"
1335980,1,2,61.5,4,1,1,411,"Loyalists"
1335986,233,4,185.71,1,1,0,110,"Need Attention"
1335992,43,22,99.07,3,2,0,320,"Potential Loyalists"
1335995,1,2,100,4,1,0,410,"Loyalists"
1336001,146,34,6988.6532,2,2,3,223,"Promising"
1336003,78,6,104.73,3,1,0,310,"Potential Loyalists"
1336004,19,24,85.2921,4,2,0,420,"Loyalists"
1336005,144,80,775.43,2,4,0,240,"Promising"
1336009,10,7,33.7301,4,1,1,411,"Loyalists"
1336011,12,13,81.39,4,2,0,420,"Loyalists"
1336012,35,5,535,3,1,0,310,"Potential Loyalists"
1336014,32,27,450.21,3,2,0,320,"Potential Loyalists"
1336016,8,6,86.25,4,1,0,410,"Loyalists"
1336024,234,84,926.2907,1,4,0,140,"Need Attention"
1336028,237,183,8555.96,1,4,3,143,"Promising"
1336029,230,89,359.77,1,4,0,140,"Need Attention"
1336030,138,113,2934.2,2,4,3,243,"Promising"
1336035,237,92,792.78,1,4,0,140,"Need Attention"
1336037,81,26,109.59,3,2,0,320,"Potential Loyalists"
1336039,8,12,269.6369,4,2,0,420,"Loyalists"
1336040,102,53,3959.77,3,4,3,343,"Loyalists"
1336041,0,1,36,4,1,1,411,"Loyalists"
1336042,207,27,872.46,2,2,0,220,"Promising"
1336043,234,123,533.94,1,4,0,140,"Need Attention"
1336045,63,34,353.1035,3,2,0,320,"Potential Loyalists"
1336046,84,51,274.71,3,3,0,330,"Potential Loyalists"
1336048,29,26,172,3,2,0,320,"Potential Loyalists"
1336055,81,20,30.64,3,2,1,321,"Potential Loyalists"
1336056,19,15,115.2292,4,2,0,420,"Loyalists"
1336058,7,8,29.4986,4,2,1,421,"Loyalists"
1336060,228,39,132.95,1,2,0,120,"Need Attention"
1336062,75,12,38,3,2,1,321,"Potential Loyalists"
1336064,22,10,20.82,3,2,1,321,"Potential Loyalists"
1336069,232,88,471.36,1,4,0,140,"Need Attention"
1336072,219,57,1609.97,1,4,0,140,"Need Attention"
1336073,NA,NA,NA,0,0,0,0,"Need Attention"
1336076,233,47,145.51,1,3,0,130,"Need Attention"
1336077,230,36,95.51,1,2,0,120,"Need Attention"
1336079,199,71,23548.27,2,4,3,243,"Promising"
1336081,25,10,309.389,3,2,0,320,"Potential Loyalists"
1336082,219,21,138.25,1,2,0,120,"Need Attention"
1336084,234,14,12767,1,2,3,123,"Need Attention"
1336086,12,13,636,4,2,0,420,"Loyalists"
1336092,230,69,267.7,1,4,0,140,"Need Attention"
1336095,232,16,92.5191,1,2,0,120,"Need Attention"
1336096,8,2,30,4,1,1,411,"Loyalists"
1336100,233,67,330.98,1,4,0,140,"Need Attention"
1336105,28,16,193.2697,3,2,0,320,"Potential Loyalists"
1336107,26,27,14424.5865,3,2,3,323,"Potential Loyalists"
1336108,31,21,38.3,3,2,1,321,"Potential Loyalists"
1336109,NA,NA,NA,0,0,0,0,"Need Attention"
1336111,33,41,717.6632,3,3,0,330,"Potential Loyalists"
1336112,236,67,362.0351,1,4,0,140,"Need Attention"
1336113,1,2,8.6605,4,1,1,411,"Loyalists"
1336116,5,5,5,4,1,1,411,"Loyalists"
1336117,132,65,15433.3768,2,4,3,243,"Promising"
