"UserID","Recency","Frequency","Monetary","R_score","F_score","M_score","RFM_score","Segment"
1324354,218,136,11976.61,1,4,3,143,"Promising"
1324355,240,106,425.56,1,4,0,140,"Need Attention"
1324356,222,75,1365.26,1,4,0,140,"Need Attention"
1324358,94,9,336.2898,3,2,0,320,"Potential Loyalists"
1324360,235,32,65.7427,1,2,1,121,"Need Attention"
1324362,218,7,22,1,1,1,111,"Need Attention"
1324363,21,6,275.53,3,1,0,310,"Potential Loyalists"
1324364,237,22,295,1,2,0,120,"Need Attention"
1324368,163,136,8584.67,2,4,3,243,"Promising"
1324369,94,86,1026.3328,3,4,0,340,"Potential Loyalists"
1324371,NA,NA,NA,0,0,0,0,"Need Attention"
1324372,198,76,623.6493,2,4,0,240,"Promising"
1324377,62,5,31.8002,3,1,1,311,"Potential Loyalists"
1324378,102,9,80,3,2,0,320,"Potential Loyalists"
1324379,202,228,7773.2928,2,4,3,243,"Promising"
1324383,31,9,6740.9769,3,2,3,323,"Potential Loyalists"
1324385,89,17,4721.59,3,2,3,323,"Potential Loyalists"
1324386,233,134,11627.1825,1,4,3,143,"Promising"
1324391,NA,NA,NA,0,0,0,0,"Need Attention"
1324393,86,55,378.4411,3,4,0,340,"Potential Loyalists"
1324396,16,16,325.75,4,2,0,420,"Loyalists"
1324400,57,43,1436.25,3,3,0,330,"Potential Loyalists"
1324402,11,6,100,4,1,0,410,"Loyalists"
1324403,123,44,635.75,2,3,0,230,"Promising"
1324404,241,311,40399.65,1,4,3,143,"Promising"
1324405,218,87,229.88,1,4,0,140,"Need Attention"
1324408,224,98,6063.48,1,4,3,143,"Promising"
1324411,2,3,120,4,1,0,410,"Loyalists"
1324413,89,56,1921.28,3,4,0,340,"Potential Loyalists"
1324416,167,142,9021.24,2,4,3,243,"Promising"
1324418,19,20,131.0623,4,2,0,420,"Loyalists"
1324419,233,100,23738.72,1,4,3,143,"Promising"
1324420,57,21,122.5,3,2,0,320,"Potential Loyalists"
1324421,45,17,78.25,3,2,0,320,"Potential Loyalists"
1324424,221,19,138.55,1,2,0,120,"Need Attention"
1324427,31,14,192.9,3,2,0,320,"Potential Loyalists"
1324429,43,8,40,3,2,1,321,"Potential Loyalists"
1324432,106,15,88.3037,3,2,0,320,"Potential Loyalists"
1324433,12,6,5.485,4,1,1,411,"Loyalists"
1324434,191,29,132,2,2,0,220,"Promising"
1324437,235,62,4080.9018,1,4,3,143,"Promising"
1324438,206,108,1118.69,2,4,0,240,"Promising"
1324441,29,10,30,3,2,1,321,"Potential Loyalists"
1324442,98,9,51.97,3,2,1,321,"Potential Loyalists"
1324443,202,69,493.9,2,4,0,240,"Promising"
1324444,225,68,1255.26,1,4,0,140,"Need Attention"
1324445,NA,NA,NA,0,0,0,0,"Need Attention"
1324446,14,10,4.6191,4,2,1,421,"Loyalists"
1324448,1,2,11.5145,4,1,1,411,"Loyalists"
1324449,238,335,15883.4736,1,4,3,143,"Promising"
1324454,41,78,1650.55,3,4,0,340,"Potential Loyalists"
1324455,2,4,68.69,4,1,1,411,"Loyalists"
1324456,232,10,383.58,1,2,0,120,"Need Attention"
1324459,12,6,10,4,1,1,411,"Loyalists"
1324460,233,34,172.5,1,2,0,120,"Need Attention"
1324461,29,8,150.24,3,2,0,320,"Potential Loyalists"
1324465,239,216,1086.76,1,4,0,140,"Need Attention"
1324466,5,4,150.5,4,1,0,410,"Loyalists"
1324470,115,13,72.21,2,2,1,221,"Promising"
1324471,239,39,154.5,1,2,0,120,"Need Attention"
1324473,15,10,93.75,4,2,0,420,"Loyalists"
1324474,14,10,131.6,4,2,0,420,"Loyalists"
1324475,112,46,32.7,3,3,1,331,"Potential Loyalists"
1324476,179,111,1299.24,2,4,0,240,"Promising"
1324477,131,68,1826.31,2,4,0,240,"Promising"
1324479,233,36,311.84,1,2,0,120,"Need Attention"
1324482,231,57,288.53,1,4,0,140,"Need Attention"
1324483,113,10,40,3,2,1,321,"Potential Loyalists"
1324484,230,104,2053.99,1,4,0,140,"Need Attention"
1324489,4,2,20,4,1,1,411,"Loyalists"
1324490,239,21,180,1,2,0,120,"Need Attention"
1324491,65,40,166.05,3,3,0,330,"Potential Loyalists"
1324492,26,19,292.38,3,2,0,320,"Potential Loyalists"
1324493,93,38,106.98,3,2,0,320,"Potential Loyalists"
1324494,197,53,314.2,2,4,0,240,"Promising"
1324495,140,118,3079.16,2,4,3,243,"Promising"
1324498,237,235,10161.08,1,4,3,143,"Promising"
1324500,NA,NA,NA,0,0,0,0,"Need Attention"
1324502,71,15,101.75,3,2,0,320,"Potential Loyalists"
1324503,144,176,39077.89,2,4,3,243,"Promising"
1324504,40,30,181.95,3,2,0,320,"Potential Loyalists"
1324505,22,8,18.8,3,2,1,321,"Potential Loyalists"
1324507,239,22,198.46,1,2,0,120,"Need Attention"
1324508,224,10,267.63,1,2,0,120,"Need Attention"
1324509,1,3,247.2681,4,1,0,410,"Loyalists"
1324510,241,70,830.94,1,4,0,140,"Need Attention"
1324512,226,44,711.89,1,3,0,130,"Need Attention"
1324517,114,6,40,3,1,1,311,"Potential Loyalists"
1324519,238,61,533.79,1,4,0,140,"Need Attention"
1324521,228,33,200.19,1,2,0,120,"Need Attention"
1324523,23,6,40,3,1,1,311,"Potential Loyalists"
1324524,195,36,241.03,2,2,0,220,"Promising"
1324525,85,7,41.75,3,1,1,311,"Potential Loyalists"
1324526,225,22,126.6,1,2,0,120,"Need Attention"
1324527,229,37,533.6793,1,2,0,120,"Need Attention"
1324529,205,117,1207.25,2,4,0,240,"Promising"
1324533,241,93,361.91,1,4,0,140,"Need Attention"
1324535,152,36,263.43,2,2,0,220,"Promising"
1324537,8,11,792.5,4,2,0,420,"Loyalists"
1324539,72,48,688.2,3,3,0,330,"Potential Loyalists"
1324540,0,1,36,4,1,1,411,"Loyalists"
1324543,234,46,330.937,1,3,0,130,"Need Attention"
1324544,21,4,40,3,1,1,311,"Potential Loyalists"
1324545,91,83,573.04,3,4,0,340,"Potential Loyalists"
1324546,172,20,587.51,2,2,0,220,"Promising"
1324549,9,13,202.2,4,2,0,420,"Loyalists"
1324550,239,123,2122.67,1,4,0,140,"Need Attention"
1324551,221,12,11,1,2,1,121,"Need Attention"
1324553,231,16,130.5,1,2,0,120,"Need Attention"
1324554,218,11,92.09,1,2,0,120,"Need Attention"
1324555,240,30,294.947,1,2,0,120,"Need Attention"
1324556,5,6,83.32,4,1,0,410,"Loyalists"
1324557,214,59,994.92,1,4,0,140,"Need Attention"
1324559,232,60,340.65,1,4,0,140,"Need Attention"
1324560,241,332,47713.3069,1,4,3,143,"Promising"
1324563,24,7,20,3,1,1,311,"Potential Loyalists"
1324568,194,42,238,2,3,0,230,"Promising"
1324571,220,76,1180.28,1,4,0,140,"Need Attention"
1324572,131,14,241.18,2,2,0,220,"Promising"
1324573,228,257,1401.1593,1,4,0,140,"Need Attention"
1324574,148,82,366.4463,2,4,0,240,"Promising"
1324576,8,7,47.23,4,1,1,411,"Loyalists"
1324577,235,34,200,1,2,0,120,"Need Attention"
1324578,172,17,49.17,2,2,1,221,"Promising"
1324579,239,58,1408,1,4,0,140,"Need Attention"
1324581,41,17,135,3,2,0,320,"Potential Loyalists"
1324583,27,4,66.1366,3,1,1,311,"Potential Loyalists"
1324584,32,5,146.518,3,1,0,310,"Potential Loyalists"
1324585,95,13,299.6462,3,2,0,320,"Potential Loyalists"
1324586,39,28,1624.09,3,2,0,320,"Potential Loyalists"
1324591,232,17,371.8552,1,2,0,120,"Need Attention"
1324592,132,49,464.77,2,3,0,230,"Promising"
1324594,230,54,279.68,1,4,0,140,"Need Attention"
1324596,164,14,79.84,2,2,0,220,"Promising"
1324599,21,13,56.31,3,2,1,321,"Potential Loyalists"
1324602,0,1,20.1602,4,1,1,411,"Loyalists"
1324604,239,43,73.5,1,3,1,131,"Need Attention"
1324605,191,18,431.85,2,2,0,220,"Promising"
1324607,131,133,441658.8972,2,4,3,243,"Promising"
1324608,0,1,30,4,1,1,411,"Loyalists"
1324609,238,156,858.21,1,4,0,140,"Need Attention"
1324615,67,42,2169.63,3,3,0,330,"Potential Loyalists"
1324616,217,70,1188.97,1,4,0,140,"Need Attention"
1324617,98,55,338.9598,3,4,0,340,"Potential Loyalists"
1324619,214,62,961.87,1,4,0,140,"Need Attention"
1324622,173,146,711.93,2,4,0,240,"Promising"
1324624,84,53,755.33,3,4,0,340,"Potential Loyalists"
1324625,21,17,427.45,3,2,0,320,"Potential Loyalists"
1324629,233,13,566.29,1,2,0,120,"Need Attention"
1324631,77,41,2691.48,3,3,0,330,"Potential Loyalists"
1324632,0,1,19,4,1,1,411,"Loyalists"
1324634,88,19,202.98,3,2,0,320,"Potential Loyalists"
1324635,44,9,107,3,2,0,320,"Potential Loyalists"
1324636,5,4,35,4,1,1,411,"Loyalists"
1324637,33,10,26.5,3,2,1,321,"Potential Loyalists"
1324640,0,1,101.0757,4,1,0,410,"Loyalists"
1324641,38,30,64.85,3,2,1,321,"Potential Loyalists"
1324642,104,47,302,3,3,0,330,"Potential Loyalists"
1324643,221,30,188.5,1,2,0,120,"Need Attention"
1324644,241,275,19454.87,1,4,3,143,"Promising"
1324649,237,106,448.19,1,4,0,140,"Need Attention"
1324651,0,1,77,4,1,1,411,"Loyalists"
1324652,228,25,157.59,1,2,0,120,"Need Attention"
1324656,95,83,6035.9,3,4,3,343,"Loyalists"
1324657,239,32,229.93,1,2,0,120,"Need Attention"
1324662,160,30,748.0444,2,2,0,220,"Promising"
1324663,233,84,5447.79,1,4,3,143,"Promising"
1324665,13,5,257.17,4,1,0,410,"Loyalists"
1324669,34,28,170.54,3,2,0,320,"Potential Loyalists"
1324670,236,68,560.4,1,4,0,140,"Need Attention"
1324673,231,50,89.33,1,3,0,130,"Need Attention"
1324674,8,8,35.8623,4,2,1,421,"Loyalists"
1324675,21,7,3157.0018,3,1,3,313,"Potential Loyalists"
1324676,166,27,3827.9169,2,2,3,223,"Promising"
1324679,39,45,447.28,3,3,0,330,"Potential Loyalists"
1324681,143,55,3170.76,2,4,3,243,"Promising"
1324690,239,25,125,1,2,0,120,"Need Attention"
1324692,158,85,2636.96,2,4,0,240,"Promising"
1324693,2,4,21.4809,4,1,1,411,"Loyalists"
1324699,88,20,44.3791,3,2,1,321,"Potential Loyalists"
1324701,226,14,1482.83,1,2,0,120,"Need Attention"
1324704,218,64,626.2,1,4,0,140,"Need Attention"
1324706,223,36,155.21,1,2,0,120,"Need Attention"
1324708,239,201,1390.4,1,4,0,140,"Need Attention"
1324709,20,12,556.99,4,2,0,420,"Loyalists"
1324710,44,45,195.59,3,3,0,330,"Potential Loyalists"
1324711,19,23,147,4,2,0,420,"Loyalists"
1324713,16,7,128.5,4,1,0,410,"Loyalists"
1324716,239,119,1942.85,1,4,0,140,"Need Attention"
1324717,31,24,329.43,3,2,0,320,"Potential Loyalists"
1324719,76,10,1364.4,3,2,0,320,"Potential Loyalists"
1324721,1,3,5,4,1,1,411,"Loyalists"
1324722,236,42,570,1,3,0,130,"Need Attention"
1324724,232,7,140.8856,1,1,0,110,"Need Attention"
1324725,1,2,203.4,4,1,0,410,"Loyalists"
1324727,2,2,58,4,1,1,411,"Loyalists"
1324729,2,2,15,4,1,1,411,"Loyalists"
1324731,74,24,403.75,3,2,0,320,"Potential Loyalists"
1324732,8,8,277.25,4,2,0,420,"Loyalists"
1324735,30,11,237.43,3,2,0,320,"Potential Loyalists"
1324736,231,24,275,1,2,0,120,"Need Attention"
1324738,100,55,732.34,3,4,0,340,"Potential Loyalists"
1324739,237,82,794.35,1,4,0,140,"Need Attention"
1324740,2,5,24,4,1,1,411,"Loyalists"
1324741,200,57,310.86,2,4,0,240,"Promising"
1324742,168,2,22.3494,2,1,1,211,"Promising"
1324745,113,12,235,3,2,0,320,"Potential Loyalists"
1324746,12,6,24.76,4,1,1,411,"Loyalists"
1324749,229,95,3734.27,1,4,3,143,"Promising"
1324752,15,8,40335.9,4,2,3,423,"Loyalists"
1324754,236,50,450.17,1,3,0,130,"Need Attention"
1324755,37,26,78,3,2,0,320,"Potential Loyalists"
1324756,25,4,20,3,1,1,311,"Potential Loyalists"
1324757,39,23,384.63,3,2,0,320,"Potential Loyalists"
1324758,238,26,1163.42,1,2,0,120,"Need Attention"
1324761,132,116,3933.14,2,4,3,243,"Promising"
1324762,71,28,963.8704,3,2,0,320,"Potential Loyalists"
1324764,1,2,100.801,4,1,0,410,"Loyalists"
1324765,0,1,100,4,1,0,410,"Loyalists"
1324766,78,31,111.73,3,2,0,320,"Potential Loyalists"
1324768,8,3,30,4,1,1,411,"Loyalists"
1324771,12,14,287.22,4,2,0,420,"Loyalists"
1324772,156,16,174,2,2,0,220,"Promising"
1324773,3,6,65.8,4,1,1,411,"Loyalists"
1324774,237,54,305.53,1,4,0,140,"Need Attention"
1324775,185,24,83.9173,2,2,0,220,"Promising"
1324777,6,6,15,4,1,1,411,"Loyalists"
1324780,69,55,305.02,3,4,0,340,"Potential Loyalists"
1324782,63,8,21.07,3,2,1,321,"Potential Loyalists"
1324785,NA,NA,NA,0,0,0,0,"Need Attention"
1324786,54,45,939.02,3,3,0,330,"Potential Loyalists"
1324792,222,13,60.5,1,2,1,121,"Need Attention"
1324796,18,5,24.72,4,1,1,411,"Loyalists"
1324798,156,55,604.78,2,4,0,240,"Promising"
1324800,20,6,17.5,4,1,1,411,"Loyalists"
1324801,74,12,48,3,2,1,321,"Potential Loyalists"
1324802,241,145,3105,1,4,3,143,"Promising"
1324803,240,165,6933.319,1,4,3,143,"Promising"
1324805,238,203,4468.79,1,4,3,143,"Promising"
1324806,13,10,10,4,2,1,421,"Loyalists"
1324808,180,223,3007.332,2,4,3,243,"Promising"
1324814,231,94,546.45,1,4,0,140,"Need Attention"
1324815,5,3,193,4,1,0,410,"Loyalists"
1324816,238,58,926.25,1,4,0,140,"Need Attention"
1324820,206,145,15466.1351,2,4,3,243,"Promising"
1324821,26,28,446.19,3,2,0,320,"Potential Loyalists"
1324828,21,29,1398.5,3,2,0,320,"Potential Loyalists"
1324831,36,9,38.03,3,2,1,321,"Potential Loyalists"
1324833,241,107,1639.34,1,4,0,140,"Need Attention"
1324839,223,154,1074.2,1,4,0,140,"Need Attention"
1324840,142,188,53653.04,2,4,3,243,"Promising"
1324841,239,16,1290,1,2,0,120,"Need Attention"
1324842,241,88,736.79,1,4,0,140,"Need Attention"
1324843,8,6,78.8,4,1,0,410,"Loyalists"
1324844,43,9,399.7176,3,2,0,320,"Potential Loyalists"
1324850,5,5,944.4,4,1,0,410,"Loyalists"
1324851,43,17,428.398,3,2,0,320,"Potential Loyalists"
1324854,133,103,1058.2532,2,4,0,240,"Promising"
1324857,0,1,300,4,1,0,410,"Loyalists"
1324858,223,45,10631.91,1,3,3,133,"Need Attention"
1324859,226,137,2956.27,1,4,3,143,"Promising"
1324861,154,57,10677.322,2,4,3,243,"Promising"
1324862,239,171,567.77,1,4,0,140,"Need Attention"
1324864,229,35,100.59,1,2,0,120,"Need Attention"
1324865,218,140,762.81,1,4,0,140,"Need Attention"
1324866,239,123,818.5876,1,4,0,140,"Need Attention"
1324867,9,6,50.73,4,1,1,411,"Loyalists"
1324868,96,12,1028.3838,3,2,0,320,"Potential Loyalists"
1324869,4,2,30,4,1,1,411,"Loyalists"
1324870,72,19,98,3,2,0,320,"Potential Loyalists"
1324871,12,6,17.3,4,1,1,411,"Loyalists"
1324873,174,83,2000.83,2,4,0,240,"Promising"
1324875,95,57,541,3,4,0,340,"Potential Loyalists"
1324879,231,38,329.84,1,2,0,120,"Need Attention"
1324883,198,81,1767.7,2,4,0,240,"Promising"
1324887,8,2,35,4,1,1,411,"Loyalists"
1324888,241,48,838.02,1,3,0,130,"Need Attention"
1324890,28,54,1825.8916,3,4,0,340,"Potential Loyalists"
1324893,240,42,422.1,1,3,0,130,"Need Attention"
1324895,178,16,190.68,2,2,0,220,"Promising"
1324896,201,47,416.52,2,3,0,230,"Promising"
1324898,236,215,6855.21,1,4,3,143,"Promising"
1324899,14,6,128.5,4,1,0,410,"Loyalists"
1324901,2,2,10,4,1,1,411,"Loyalists"
1324908,186,133,166.2,2,4,0,240,"Promising"
1324910,236,75,5090.15,1,4,3,143,"Promising"
1324911,82,36,93.6488,3,2,0,320,"Potential Loyalists"
1324914,225,5,65,1,1,1,111,"Need Attention"
1324916,3,4,150,4,1,0,410,"Loyalists"
1324917,109,99,1735.55,3,4,0,340,"Potential Loyalists"
1324919,51,14,119.9,3,2,0,320,"Potential Loyalists"
1324921,23,25,121.02,3,2,0,320,"Potential Loyalists"
1324922,22,25,310.1162,3,2,0,320,"Potential Loyalists"
1324924,10,7,500,4,1,0,410,"Loyalists"
1324925,218,23,357.5,1,2,0,120,"Need Attention"
1324926,51,41,87.05,3,3,0,330,"Potential Loyalists"
1324927,232,14,730.34,1,2,0,120,"Need Attention"
1324931,239,35,634.52,1,2,0,120,"Need Attention"
1324932,218,133,1622.93,1,4,0,140,"Need Attention"
1324933,2,3,48.2606,4,1,1,411,"Loyalists"
1324934,23,26,207.85,3,2,0,320,"Potential Loyalists"
1324935,231,180,78181.5199,1,4,3,143,"Promising"
1324939,184,49,425.94,2,3,0,230,"Promising"
1324942,219,104,262.2,1,4,0,140,"Need Attention"
1324943,223,73,2012.55,1,4,0,140,"Need Attention"
1324946,235,29,100.7,1,2,0,120,"Need Attention"
1324947,15,5,70,4,1,1,411,"Loyalists"
1324948,0,1,30,4,1,1,411,"Loyalists"
1324949,145,61,2841.27,2,4,3,243,"Promising"
1324955,214,10,150,1,2,0,120,"Need Attention"
1324957,5,7,60.7221,4,1,1,411,"Loyalists"
1324958,NA,NA,NA,0,0,0,0,"Need Attention"
1324962,10,5,188,4,1,0,410,"Loyalists"
1324963,233,82,2649.77,1,4,0,140,"Need Attention"
1324965,93,29,193.8,3,2,0,320,"Potential Loyalists"
1324967,162,58,1135.79,2,4,0,240,"Promising"
1324971,235,10,210,1,2,0,120,"Need Attention"
1324974,162,25,133.32,2,2,0,220,"Promising"
1324976,78,8,50,3,2,1,321,"Potential Loyalists"
1324977,236,88,424.89,1,4,0,140,"Need Attention"
1324979,206,121,3235.77,2,4,3,243,"Promising"
1324980,26,10,25.8373,3,2,1,321,"Potential Loyalists"
1324984,31,29,125.59,3,2,0,320,"Potential Loyalists"
1324988,139,27,71.6883,2,2,1,221,"Promising"
1324991,1,2,2.862,4,1,1,411,"Loyalists"
1324993,153,58,291.87,2,4,0,240,"Promising"
1324996,115,30,1029.13,2,2,0,220,"Promising"
1324999,238,69,479.56,1,4,0,140,"Need Attention"
1325000,229,54,306.9,1,4,0,140,"Need Attention"
1325002,236,65,5866.53,1,4,3,143,"Promising"
1325011,0,1,40,4,1,1,411,"Loyalists"
1325013,228,16,430.5701,1,2,0,120,"Need Attention"
1325015,215,142,1666,1,4,0,140,"Need Attention"
1325016,9,10,29.2,4,2,1,421,"Loyalists"
1325017,117,7,40,2,1,1,211,"Promising"
1325018,9,10,18.83,4,2,1,421,"Loyalists"
1325022,3,2,64,4,1,1,411,"Loyalists"
1325024,12,18,1065.87,4,2,0,420,"Loyalists"
1325025,41,19,195.2747,3,2,0,320,"Potential Loyalists"
1325026,196,27,427.66,2,2,0,220,"Promising"
1325027,113,121,3987.19,3,4,3,343,"Loyalists"
1325028,240,53,1558.26,1,4,0,140,"Need Attention"
1325029,114,17,2027,3,2,0,320,"Potential Loyalists"
1325040,229,26,388.7,1,2,0,120,"Need Attention"
1325043,37,6,200,3,1,0,310,"Potential Loyalists"
1325045,0,1,757,4,1,0,410,"Loyalists"
1325046,188,93,461.75,2,4,0,240,"Promising"
1325047,238,70,4138.6,1,4,3,143,"Promising"
1325048,226,140,1897.04,1,4,0,140,"Need Attention"
1325050,2,3,120.9613,4,1,0,410,"Loyalists"
1325051,20,5,50,4,1,1,411,"Loyalists"
1325055,70,10,143.5,3,2,0,320,"Potential Loyalists"
1325056,3,4,61.8946,4,1,1,411,"Loyalists"
1325057,97,36,200.67,3,2,0,320,"Potential Loyalists"
1325058,226,47,48.71,1,3,1,131,"Need Attention"
1325059,4,2,50,4,1,1,411,"Loyalists"
1325060,126,24,34.58,2,2,1,221,"Promising"
1325061,238,97,2424.11,1,4,0,140,"Need Attention"
1325062,0,1,81.5,4,1,0,410,"Loyalists"
1325064,36,9,72.4,3,2,1,321,"Potential Loyalists"
1325071,228,143,929.04,1,4,0,140,"Need Attention"
1325072,232,46,155.08,1,3,0,130,"Need Attention"
1325073,193,27,152,2,2,0,220,"Promising"
1325076,202,119,1175.36,2,4,0,240,"Promising"
1325077,11,24,457.31,4,2,0,420,"Loyalists"
1325079,51,19,521,3,2,0,320,"Potential Loyalists"
1325080,114,113,26330.46,3,4,3,343,"Loyalists"
1325084,16,6,25,4,1,1,411,"Loyalists"
1325085,6,5,157.0331,4,1,0,410,"Loyalists"
1325089,107,54,449.74,3,4,0,340,"Potential Loyalists"
1325090,236,43,278.37,1,3,0,130,"Need Attention"
1325091,9,8,10,4,2,1,421,"Loyalists"
1325092,226,87,1281,1,4,0,140,"Need Attention"
1325094,57,34,146.2057,3,2,0,320,"Potential Loyalists"
1325095,98,14,320.84,3,2,0,320,"Potential Loyalists"
1325097,183,66,2540.33,2,4,0,240,"Promising"
1325098,64,34,388.8,3,2,0,320,"Potential Loyalists"
1325102,224,99,1331.21,1,4,0,140,"Need Attention"
1325103,12,13,266,4,2,0,420,"Loyalists"
1325105,188,34,136.11,2,2,0,220,"Promising"
1325106,213,35,148.6118,1,2,0,120,"Need Attention"
1325110,49,30,1034.2592,3,2,0,320,"Potential Loyalists"
1325111,220,183,709.05,1,4,0,140,"Need Attention"
1325115,10,5,112.46,4,1,0,410,"Loyalists"
1325117,240,79,1352.64,1,4,0,140,"Need Attention"
1325119,15,3,69,4,1,1,411,"Loyalists"
1325120,28,30,67.2619,3,2,1,321,"Potential Loyalists"
1325121,0,1,40,4,1,1,411,"Loyalists"
1325126,241,287,18561.0667,1,4,3,143,"Promising"
1325128,12,20,63.93,4,2,1,421,"Loyalists"
1325132,230,8,49.6544,1,2,1,121,"Need Attention"
1325133,241,18,2329,1,2,0,120,"Need Attention"
1325138,15,8,35,4,2,1,421,"Loyalists"
1325141,237,134,700.45,1,4,0,140,"Need Attention"
1325142,239,36,131.4398,1,2,0,120,"Need Attention"
1325144,199,64,286.7811,2,4,0,240,"Promising"
1325146,231,233,1061,1,4,0,140,"Need Attention"
1325148,86,34,351.2,3,2,0,320,"Potential Loyalists"
1325151,0,2,202.2,4,1,0,410,"Loyalists"
1325152,126,39,105.85,2,2,0,220,"Promising"
1325153,66,34,518.05,3,2,0,320,"Potential Loyalists"
1325154,NA,NA,NA,0,0,0,0,"Need Attention"
1325155,2,2,20,4,1,1,411,"Loyalists"
1325157,213,12,220.13,1,2,0,120,"Need Attention"
1325158,203,55,8229.24,2,4,3,243,"Promising"
1325159,230,42,206.2152,1,3,0,130,"Need Attention"
1325161,172,146,6697.28,2,4,3,243,"Promising"
1325163,71,44,7136.36,3,3,3,333,"Potential Loyalists"
1325164,198,40,194.96,2,3,0,230,"Promising"
1325165,215,54,23704.96,1,4,3,143,"Promising"
1325166,239,242,12005.37,1,4,3,143,"Promising"
1325167,218,7,14.5,1,1,1,111,"Need Attention"
1325169,68,73,614.11,3,4,0,340,"Potential Loyalists"
1325170,0,1,12.5,4,1,1,411,"Loyalists"
1325173,9,5,10.5,4,1,1,411,"Loyalists"
1325174,10,6,15,4,1,1,411,"Loyalists"
1325175,161,23,115.34,2,2,0,220,"Promising"
1325177,231,58,75.1,1,4,1,141,"Need Attention"
1325180,237,89,618.42,1,4,0,140,"Need Attention"
1325182,235,121,355.55,1,4,0,140,"Need Attention"
1325183,2,2,5,4,1,1,411,"Loyalists"
1325185,227,45,1174.98,1,3,0,130,"Need Attention"
1325186,220,94,1389.02,1,4,0,140,"Need Attention"
1325187,216,105,1868.6642,1,4,0,140,"Need Attention"
1325188,236,59,1397.89,1,4,0,140,"Need Attention"
1325189,142,20,12448.7485,2,2,3,223,"Promising"
1325190,83,6,63.2,3,1,1,311,"Potential Loyalists"
1325191,231,24,197.92,1,2,0,120,"Need Attention"
1325192,8,5,54.82,4,1,1,411,"Loyalists"
1325194,241,69,259.48,1,4,0,140,"Need Attention"
1325196,174,64,153.4634,2,4,0,240,"Promising"
1325197,30,22,117.7,3,2,0,320,"Potential Loyalists"
1325199,NA,NA,NA,0,0,0,0,"Need Attention"
1325200,234,82,3151.2009,1,4,3,143,"Promising"
1325204,239,34,242.5,1,2,0,120,"Need Attention"
1325205,235,97,709,1,4,0,140,"Need Attention"
1325206,0,1,10,4,1,1,411,"Loyalists"
1325207,116,48,868.65,2,3,0,230,"Promising"
1325211,238,36,167.1,1,2,0,120,"Need Attention"
1325213,237,94,1027.97,1,4,0,140,"Need Attention"
1325214,85,20,967.19,3,2,0,320,"Potential Loyalists"
1325215,5,12,388.0523,4,2,0,420,"Loyalists"
1325217,229,45,369.83,1,3,0,130,"Need Attention"
1325218,194,23,45.27,2,2,1,221,"Promising"
1325219,NA,NA,NA,0,0,0,0,"Need Attention"
1325221,200,162,22880.92,2,4,3,243,"Promising"
1325228,45,37,74.9302,3,2,1,321,"Potential Loyalists"
1325230,241,192,4685.22,1,4,3,143,"Promising"
1325231,24,6,70,3,1,1,311,"Potential Loyalists"
1325232,226,26,269.84,1,2,0,120,"Need Attention"
1325233,215,144,7239,1,4,3,143,"Promising"
1325234,67,19,762.75,3,2,0,320,"Potential Loyalists"
1325235,4,3,20.55,4,1,1,411,"Loyalists"
1325237,75,73,966.26,3,4,0,340,"Potential Loyalists"
1325238,241,140,956.69,1,4,0,140,"Need Attention"
1325240,73,35,184.19,3,2,0,320,"Potential Loyalists"
1325241,193,71,98.6,2,4,0,240,"Promising"
1325243,240,90,2911.36,1,4,3,143,"Promising"
1325246,235,14,1523.75,1,2,0,120,"Need Attention"
1325249,8,15,676.4809,4,2,0,420,"Loyalists"
1325250,240,210,1266.74,1,4,0,140,"Need Attention"
1325252,14,11,73.36,4,2,1,421,"Loyalists"
1325253,141,25,596.0214,2,2,0,220,"Promising"
1325256,10,5,805.56,4,1,0,410,"Loyalists"
1325257,4,7,191,4,1,0,410,"Loyalists"
1325260,63,14,171.6737,3,2,0,320,"Potential Loyalists"
1325261,172,24,96.5,2,2,0,220,"Promising"
1325264,185,51,183.22,2,3,0,230,"Promising"
1325267,30,15,285.5,3,2,0,320,"Potential Loyalists"
1325268,71,38,130.05,3,2,0,320,"Potential Loyalists"
1325269,28,11,116.49,3,2,0,320,"Potential Loyalists"
1325270,12,11,40.2771,4,2,1,421,"Loyalists"
1325271,219,4,146.78,1,1,0,110,"Need Attention"
1325272,239,52,318.95,1,4,0,140,"Need Attention"
1325273,219,7,268.4566,1,1,0,110,"Need Attention"
1325274,143,51,641.2955,2,3,0,230,"Promising"
1325275,196,101,132.4366,2,4,0,240,"Promising"
1325276,6,6,205.49,4,1,0,410,"Loyalists"
1325281,38,11,286.25,3,2,0,320,"Potential Loyalists"
1325282,7,12,553.36,4,2,0,420,"Loyalists"
1325285,96,18,478,3,2,0,320,"Potential Loyalists"
1325287,185,39,270.668,2,2,0,220,"Promising"
1325289,2,3,20,4,1,1,411,"Loyalists"
1325290,26,6,28,3,1,1,311,"Potential Loyalists"
1325291,4,4,31.53,4,1,1,411,"Loyalists"
1325294,0,1,700,4,1,0,410,"Loyalists"
1325295,237,163,8347.66,1,4,3,143,"Promising"
1325296,191,46,2014.88,2,3,0,230,"Promising"
1325298,2,3,14.4118,4,1,1,411,"Loyalists"
1325300,30,7,587.478,3,1,0,310,"Potential Loyalists"
1325301,87,37,108.9617,3,2,0,320,"Potential Loyalists"
1325302,110,108,345.4373,3,4,0,340,"Potential Loyalists"
